
           ####      G N O M              Version 5.0 (r8972)      ####
                                               Tue Sep 12 15:34:13 2017

           ####      Configuration                                 ####

    System Type:                   arbitrary monodisperse (job = 0)
    Minimum characteristic size:         0.0000
    Maximum characteristic size:        70.0000
    rad56:                               0.0000
    Force 0.0 at r = rmin:                  yes
    Force 0.0 at r = rmax:                  yes
    Initial alpha:                       0.0000
    Initial random seed:      23164226928861160
    Points in real space:                   228

    Input  1:                      C:/Users/admin/Desktop/SAXS1.dat
    First data point used:                    4
    Last data point used:                   500
    Scaling coefficient:             0.1000E+01
    Experimental setup:            point collimation


           ####      Results                                       ####

    Parameter    DISCRP  OSCILL  STABIL  SYSDEV  POSITV  VALCEN  SMOOTH
    Weight        1.000   3.000   3.000   3.000   1.000   1.000   2.000
    Sigma         0.300   0.600   0.120   0.120   0.120   0.120   0.600
    Ideal         0.700   1.100   0.000   1.000   1.000   0.950   0.000
    Current       1.639   1.589   0.008   0.665   1.000   0.802   0.204
               --------------------------------------------------------
    Estimate      0.000   0.514   0.995   0.000   1.000   0.219   0.891

    Angular range:                       0.0212 to       0.2650
    Reciprocal space Rg:             0.2093E+02
    Reciprocal space I(0):           0.6637E+02

    Real space range:                    0.0000 to      70.0000
    Real space Rg:                   0.2098E+02 +-   0.1428E+00
    Real space I(0):                 0.6637E+02 +-   0.5582E+00

    Highest ALPHA (theor):           0.2463E+05
    Current ALPHA:                   0.6857E+01

    Total Estimate:                      0.5379 (a REASONABLE solution)



           ####      Experimental Data and Fit                     ####

      S          J EXP       ERROR       J REG       I REG
   0.629850E-01   0.389678E+02   0.815015E+00   0.383699E+02   0.383699E+02
   0.634770E-01   0.384655E+02   0.818389E+00   0.380656E+02   0.380656E+02
   0.639691E-01   0.381035E+02   0.806723E+00   0.377621E+02   0.377621E+02
   0.644611E-01   0.377255E+02   0.802567E+00   0.374596E+02   0.374596E+02
   0.649531E-01   0.376329E+02   0.791037E+00   0.371581E+02   0.371581E+02
   0.654452E-01   0.372993E+02   0.793236E+00   0.368575E+02   0.368575E+02
   0.659372E-01   0.367819E+02   0.786255E+00   0.365581E+02   0.365581E+02
   0.664292E-01   0.367700E+02   0.771271E+00   0.362598E+02   0.362598E+02
   0.669212E-01   0.359746E+02   0.776946E+00   0.359627E+02   0.359627E+02
   0.674133E-01   0.359417E+02   0.752888E+00   0.356666E+02   0.356666E+02
   0.679053E-01   0.354481E+02   0.755897E+00   0.353718E+02   0.353718E+02
   0.683973E-01   0.353844E+02   0.744867E+00   0.350783E+02   0.350783E+02
   0.688893E-01   0.353244E+02   0.747257E+00   0.347861E+02   0.347861E+02
   0.693813E-01   0.349371E+02   0.750542E+00   0.344951E+02   0.344951E+02
   0.698734E-01   0.344525E+02   0.738295E+00   0.342054E+02   0.342054E+02
   0.703654E-01   0.341885E+02   0.728794E+00   0.339172E+02   0.339172E+02
   0.708574E-01   0.338165E+02   0.722276E+00   0.336304E+02   0.336304E+02
   0.713494E-01   0.334088E+02   0.712355E+00   0.333450E+02   0.333450E+02
   0.718414E-01   0.331609E+02   0.703303E+00   0.330610E+02   0.330610E+02
   0.723334E-01   0.328857E+02   0.701249E+00   0.327785E+02   0.327785E+02
   0.728254E-01   0.326544E+02   0.695429E+00   0.324976E+02   0.324976E+02
   0.733174E-01   0.323159E+02   0.691050E+00   0.322182E+02   0.322182E+02
   0.738095E-01   0.321671E+02   0.680438E+00   0.319403E+02   0.319403E+02
   0.743015E-01   0.318208E+02   0.681479E+00   0.316640E+02   0.316640E+02
   0.747935E-01   0.315388E+02   0.673628E+00   0.313893E+02   0.313893E+02
   0.752855E-01   0.313203E+02   0.668754E+00   0.311163E+02   0.311163E+02
   0.757775E-01   0.313186E+02   0.659477E+00   0.308450E+02   0.308450E+02
   0.762695E-01   0.309833E+02   0.662651E+00   0.305753E+02   0.305753E+02
   0.767615E-01   0.309376E+02   0.656917E+00   0.303073E+02   0.303073E+02
   0.772535E-01   0.302988E+02   0.657362E+00   0.300410E+02   0.300410E+02
   0.777455E-01   0.301421E+02   0.640511E+00   0.297765E+02   0.297765E+02
   0.782375E-01   0.295507E+02   0.639167E+00   0.295137E+02   0.295137E+02
   0.787295E-01   0.294356E+02   0.622919E+00   0.292527E+02   0.292527E+02
   0.792215E-01   0.290628E+02   0.621092E+00   0.289934E+02   0.289934E+02
   0.797135E-01   0.289796E+02   0.615422E+00   0.287360E+02   0.287360E+02
   0.802055E-01   0.285494E+02   0.613576E+00   0.284804E+02   0.284804E+02
   0.806975E-01   0.285152E+02   0.605839E+00   0.282266E+02   0.282266E+02
   0.811895E-01   0.281326E+02   0.603250E+00   0.279747E+02   0.279747E+02
   0.816815E-01   0.281513E+02   0.595004E+00   0.277246E+02   0.277246E+02
   0.821734E-01   0.276551E+02   0.597683E+00   0.274765E+02   0.274765E+02
   0.826654E-01   0.274311E+02   0.584461E+00   0.272302E+02   0.272302E+02
   0.831574E-01   0.272068E+02   0.579067E+00   0.269857E+02   0.269857E+02
   0.836494E-01   0.268675E+02   0.575373E+00   0.267432E+02   0.267432E+02
   0.841414E-01   0.267802E+02   0.569656E+00   0.265026E+02   0.265026E+02
   0.846334E-01   0.267104E+02   0.570421E+00   0.262639E+02   0.262639E+02
   0.851254E-01   0.260352E+02   0.567314E+00   0.260271E+02   0.260271E+02
   0.856173E-01   0.261709E+02   0.551049E+00   0.257923E+02   0.257923E+02
   0.861093E-01   0.257269E+02   0.555855E+00   0.255594E+02   0.255594E+02
   0.866013E-01   0.253850E+02   0.546700E+00   0.253285E+02   0.253285E+02
   0.870933E-01   0.253157E+02   0.537867E+00   0.250995E+02   0.250995E+02
   0.875852E-01   0.250520E+02   0.537876E+00   0.248724E+02   0.248724E+02
   0.880772E-01   0.246918E+02   0.530843E+00   0.246473E+02   0.246473E+02
   0.885692E-01   0.243230E+02   0.523934E+00   0.244242E+02   0.244242E+02
   0.890612E-01   0.241041E+02   0.514196E+00   0.242030E+02   0.242030E+02
   0.895531E-01   0.240239E+02   0.511547E+00   0.239838E+02   0.239838E+02
   0.900451E-01   0.237833E+02   0.509284E+00   0.237666E+02   0.237666E+02
   0.905371E-01   0.236646E+02   0.504849E+00   0.235513E+02   0.235513E+02
   0.910290E-01   0.236851E+02   0.504741E+00   0.233380E+02   0.233380E+02
   0.915210E-01   0.232523E+02   0.503356E+00   0.231266E+02   0.231266E+02
   0.920130E-01   0.230551E+02   0.492048E+00   0.229172E+02   0.229172E+02
   0.925049E-01   0.228968E+02   0.490848E+00   0.227098E+02   0.227098E+02
   0.929969E-01   0.227084E+02   0.486397E+00   0.225043E+02   0.225043E+02
   0.934889E-01   0.224640E+02   0.483277E+00   0.223008E+02   0.223008E+02
   0.939808E-01   0.221726E+02   0.477342E+00   0.220992E+02   0.220992E+02
   0.944728E-01   0.221204E+02   0.471001E+00   0.218996E+02   0.218996E+02
   0.949647E-01   0.215520E+02   0.471170E+00   0.217019E+02   0.217019E+02
   0.954567E-01   0.215525E+02   0.456643E+00   0.215061E+02   0.215061E+02
   0.959486E-01   0.213618E+02   0.457432E+00   0.213123E+02   0.213123E+02
   0.964406E-01   0.210689E+02   0.453660E+00   0.211203E+02   0.211203E+02
   0.969325E-01   0.210461E+02   0.447205E+00   0.209303E+02   0.209303E+02
   0.974245E-01   0.208105E+02   0.447417E+00   0.207422E+02   0.207422E+02
   0.979164E-01   0.206204E+02   0.442450E+00   0.205560E+02   0.205560E+02
   0.984084E-01   0.204124E+02   0.437950E+00   0.203717E+02   0.203717E+02
   0.989003E-01   0.199753E+02   0.434702E+00   0.201893E+02   0.201893E+02
   0.993923E-01   0.200554E+02   0.423581E+00   0.200087E+02   0.200087E+02
   0.998842E-01   0.197456E+02   0.425781E+00   0.198300E+02   0.198300E+02
   0.100376E+00   0.195885E+02   0.419607E+00   0.196531E+02   0.196531E+02
   0.100868E+00   0.194381E+02   0.416271E+00   0.194781E+02   0.194781E+02
   0.101360E+00   0.193092E+02   0.413094E+00   0.193049E+02   0.193049E+02
   0.101852E+00   0.190652E+02   0.410017E+00   0.191335E+02   0.191335E+02
   0.102344E+00   0.190087E+02   0.404941E+00   0.189639E+02   0.189639E+02
   0.102836E+00   0.187065E+02   0.404336E+00   0.187961E+02   0.187961E+02
   0.103328E+00   0.183095E+02   0.396845E+00   0.186300E+02   0.186300E+02
   0.103820E+00   0.184485E+02   0.388239E+00   0.184658E+02   0.184658E+02
   0.104312E+00   0.184093E+02   0.391877E+00   0.183033E+02   0.183033E+02
   0.104804E+00   0.180095E+02   0.391809E+00   0.181425E+02   0.181425E+02
   0.105295E+00   0.180673E+02   0.382914E+00   0.179838E+02   0.179838E+02
   0.105787E+00   0.177345E+02   0.384516E+00   0.178264E+02   0.178264E+02
   0.106279E+00   0.175599E+02   0.376599E+00   0.176708E+02   0.176708E+02
   0.106771E+00   0.174659E+02   0.372462E+00   0.175168E+02   0.175168E+02
   0.107263E+00   0.174927E+02   0.371155E+00   0.173645E+02   0.173645E+02
   0.107755E+00   0.171743E+02   0.371522E+00   0.172139E+02   0.172139E+02
   0.108247E+00   0.170996E+02   0.364853E+00   0.170649E+02   0.170649E+02
   0.108739E+00   0.169046E+02   0.363236E+00   0.169175E+02   0.169175E+02
   0.109231E+00   0.167908E+02   0.359283E+00   0.167718E+02   0.167718E+02
   0.109723E+00   0.166017E+02   0.356276E+00   0.166276E+02   0.166276E+02
   0.110215E+00   0.164808E+02   0.352182E+00   0.164850E+02   0.164850E+02
   0.110707E+00   0.161789E+02   0.349683E+00   0.163439E+02   0.163439E+02
   0.111198E+00   0.161328E+02   0.343351E+00   0.162047E+02   0.162047E+02
   0.111690E+00   0.158984E+02   0.342342E+00   0.160667E+02   0.160667E+02
   0.112182E+00   0.159106E+02   0.337415E+00   0.159302E+02   0.159302E+02
   0.112674E+00   0.157305E+02   0.337647E+00   0.157952E+02   0.157952E+02
   0.113166E+00   0.155546E+02   0.333749E+00   0.156617E+02   0.156617E+02
   0.113658E+00   0.153982E+02   0.329988E+00   0.155296E+02   0.155296E+02
   0.114150E+00   0.153117E+02   0.326630E+00   0.153990E+02   0.153990E+02
   0.114642E+00   0.153795E+02   0.324784E+00   0.152698E+02   0.152698E+02
   0.115134E+00   0.152667E+02   0.326093E+00   0.151420E+02   0.151420E+02
   0.115626E+00   0.148329E+02   0.323687E+00   0.150156E+02   0.150156E+02
   0.116117E+00   0.150244E+02   0.314572E+00   0.148908E+02   0.148908E+02
   0.116609E+00   0.145890E+02   0.318386E+00   0.147671E+02   0.147671E+02
   0.117101E+00   0.144487E+02   0.309114E+00   0.146447E+02   0.146447E+02
   0.117593E+00   0.142581E+02   0.306343E+00   0.145237E+02   0.145237E+02
   0.118085E+00   0.144350E+02   0.302399E+00   0.144039E+02   0.144039E+02
   0.118577E+00   0.141989E+02   0.305904E+00   0.142854E+02   0.142854E+02
   0.119069E+00   0.140885E+02   0.300879E+00   0.141682E+02   0.141682E+02
   0.119561E+00   0.139068E+02   0.298237E+00   0.140522E+02   0.140522E+02
   0.120052E+00   0.137864E+02   0.294181E+00   0.139377E+02   0.139377E+02
   0.120544E+00   0.135526E+02   0.292011E+00   0.138242E+02   0.138242E+02
   0.121036E+00   0.135243E+02   0.287092E+00   0.137118E+02   0.137118E+02
   0.121528E+00   0.136642E+02   0.286360E+00   0.136007E+02   0.136007E+02
   0.122020E+00   0.133578E+02   0.288820E+00   0.134906E+02   0.134906E+02
   0.122512E+00   0.134626E+02   0.283306E+00   0.133817E+02   0.133817E+02
   0.123004E+00   0.133004E+02   0.284638E+00   0.132740E+02   0.132740E+02
   0.123496E+00   0.127459E+02   0.281312E+00   0.131673E+02   0.131673E+02
   0.123987E+00   0.130416E+02   0.270600E+00   0.130620E+02   0.130620E+02
   0.124479E+00   0.129023E+02   0.275969E+00   0.129574E+02   0.129574E+02
   0.124971E+00   0.131403E+02   0.272077E+00   0.128540E+02   0.128540E+02
   0.125463E+00   0.128836E+02   0.276864E+00   0.127516E+02   0.127516E+02
   0.125955E+00   0.126546E+02   0.271474E+00   0.126501E+02   0.126501E+02
   0.126447E+00   0.125102E+02   0.267315E+00   0.125497E+02   0.125497E+02
   0.126939E+00   0.124429E+02   0.264593E+00   0.124503E+02   0.124503E+02
   0.127430E+00   0.123562E+02   0.262456E+00   0.123520E+02   0.123520E+02
   0.127922E+00   0.121196E+02   0.260647E+00   0.122545E+02   0.122545E+02
   0.128414E+00   0.121777E+02   0.255751E+00   0.121579E+02   0.121579E+02
   0.128906E+00   0.119493E+02   0.256433E+00   0.120623E+02   0.120623E+02
   0.129398E+00   0.117606E+02   0.252522E+00   0.119675E+02   0.119675E+02
   0.129890E+00   0.118423E+02   0.249051E+00   0.118737E+02   0.118737E+02
   0.130381E+00   0.116707E+02   0.250038E+00   0.117808E+02   0.117808E+02
   0.130873E+00   0.118608E+02   0.247343E+00   0.116887E+02   0.116887E+02
   0.131365E+00   0.116899E+02   0.250833E+00   0.115973E+02   0.115973E+02
   0.131857E+00   0.115306E+02   0.248125E+00   0.115068E+02   0.115068E+02
   0.132349E+00   0.116010E+02   0.245403E+00   0.114172E+02   0.114172E+02
   0.132841E+00   0.112728E+02   0.248462E+00   0.113283E+02   0.113283E+02
   0.133332E+00   0.113240E+02   0.243527E+00   0.112403E+02   0.112403E+02
   0.133824E+00   0.109307E+02   0.244335E+00   0.111530E+02   0.111530E+02
   0.134316E+00   0.111187E+02   0.239244E+00   0.110664E+02   0.110664E+02
   0.134808E+00   0.110167E+02   0.243614E+00   0.109805E+02   0.109805E+02
   0.135300E+00   0.108505E+02   0.241932E+00   0.108953E+02   0.108953E+02
   0.135792E+00   0.107898E+02   0.239515E+00   0.108109E+02   0.108109E+02
   0.136283E+00   0.109281E+02   0.240076E+00   0.107273E+02   0.107273E+02
   0.136775E+00   0.106936E+02   0.241235E+00   0.106443E+02   0.106443E+02
   0.137267E+00   0.105273E+02   0.238278E+00   0.105619E+02   0.105619E+02
   0.137759E+00   0.106989E+02   0.237048E+00   0.104801E+02   0.104801E+02
   0.138251E+00   0.103516E+02   0.239045E+00   0.103990E+02   0.103990E+02
   0.138742E+00   0.102473E+02   0.235827E+00   0.103187E+02   0.103187E+02
   0.139234E+00   0.104047E+02   0.235390E+00   0.102388E+02   0.102388E+02
   0.139726E+00   0.101111E+02   0.235305E+00   0.101596E+02   0.101596E+02
   0.140218E+00   0.101488E+02   0.234000E+00   0.100809E+02   0.100809E+02
   0.140710E+00   0.987956E+01   0.233168E+00   0.100029E+02   0.100029E+02
   0.141201E+00   0.100776E+02   0.229709E+00   0.992551E+01   0.992551E+01
   0.141693E+00   0.974169E+01   0.230922E+00   0.984856E+01   0.984856E+01
   0.142185E+00   0.968099E+01   0.229317E+00   0.977216E+01   0.977216E+01
   0.142677E+00   0.948997E+01   0.228806E+00   0.969630E+01   0.969630E+01
   0.143169E+00   0.969023E+01   0.228119E+00   0.962097E+01   0.962097E+01
   0.143660E+00   0.973793E+01   0.231398E+00   0.954630E+01   0.954630E+01
   0.144152E+00   0.948520E+01   0.230586E+00   0.947199E+01   0.947199E+01
   0.144644E+00   0.944235E+01   0.226553E+00   0.939818E+01   0.939818E+01
   0.145136E+00   0.946939E+01   0.227179E+00   0.932485E+01   0.932485E+01
   0.145627E+00   0.948468E+01   0.228486E+00   0.925215E+01   0.925215E+01
   0.146119E+00   0.914742E+01   0.226172E+00   0.917977E+01   0.917977E+01
   0.146611E+00   0.922736E+01   0.224698E+00   0.910785E+01   0.910785E+01
   0.147103E+00   0.927044E+01   0.223267E+00   0.903639E+01   0.903639E+01
   0.147594E+00   0.887807E+01   0.221960E+00   0.896551E+01   0.896551E+01
   0.148086E+00   0.900636E+01   0.221059E+00   0.889492E+01   0.889492E+01
   0.148578E+00   0.888389E+01   0.220505E+00   0.882476E+01   0.882476E+01
   0.149070E+00   0.864097E+01   0.219858E+00   0.875501E+01   0.875501E+01
   0.149562E+00   0.873677E+01   0.216143E+00   0.868568E+01   0.868568E+01
   0.150053E+00   0.871139E+01   0.216322E+00   0.861690E+01   0.861690E+01
   0.150545E+00   0.853480E+01   0.216756E+00   0.854837E+01   0.854837E+01
   0.151037E+00   0.871229E+01   0.218748E+00   0.848023E+01   0.848023E+01
   0.151529E+00   0.835291E+01   0.217357E+00   0.841247E+01   0.841247E+01
   0.152020E+00   0.826609E+01   0.214128E+00   0.834523E+01   0.834523E+01
   0.152512E+00   0.833707E+01   0.215513E+00   0.827823E+01   0.827823E+01
   0.153004E+00   0.843251E+01   0.213965E+00   0.821158E+01   0.821158E+01
   0.153495E+00   0.822780E+01   0.212831E+00   0.814544E+01   0.814544E+01
   0.153987E+00   0.812108E+01   0.213176E+00   0.807951E+01   0.807951E+01
   0.154479E+00   0.827910E+01   0.214555E+00   0.801393E+01   0.801393E+01
   0.154971E+00   0.813788E+01   0.215873E+00   0.794869E+01   0.794869E+01
   0.155462E+00   0.807769E+01   0.215016E+00   0.788392E+01   0.788392E+01
   0.155954E+00   0.794451E+01   0.210874E+00   0.781936E+01   0.781936E+01
   0.156446E+00   0.779645E+01   0.210066E+00   0.775512E+01   0.775512E+01
   0.156938E+00   0.768014E+01   0.206820E+00   0.769120E+01   0.769120E+01
   0.157429E+00   0.777363E+01   0.207766E+00   0.762774E+01   0.762774E+01
   0.157921E+00   0.770360E+01   0.205766E+00   0.756446E+01   0.756446E+01
   0.158413E+00   0.750467E+01   0.205350E+00   0.750149E+01   0.750149E+01
   0.158904E+00   0.766659E+01   0.207511E+00   0.743896E+01   0.743896E+01
   0.159396E+00   0.778496E+01   0.207944E+00   0.737661E+01   0.737661E+01
   0.159888E+00   0.735250E+01   0.200392E+00   0.731455E+01   0.731455E+01
   0.160380E+00   0.751570E+01   0.202840E+00   0.725280E+01   0.725280E+01
   0.160871E+00   0.732959E+01   0.199496E+00   0.719146E+01   0.719146E+01
   0.161363E+00   0.739312E+01   0.197415E+00   0.713029E+01   0.713029E+01
   0.161855E+00   0.717309E+01   0.199397E+00   0.706942E+01   0.706942E+01
   0.162346E+00   0.718224E+01   0.198672E+00   0.700897E+01   0.700897E+01
   0.162838E+00   0.715589E+01   0.202438E+00   0.694863E+01   0.694863E+01
   0.163330E+00   0.715552E+01   0.198721E+00   0.688861E+01   0.688861E+01
